name,base,type,frequency
zurückgeholt,zurückholen,VVPP,13060
Krumbach,Krumbach,NE,13059
Bist,sein,VAFIN,13058.27638
Schöffengericht,Schöffengericht,NN,13058
modischen,modisch,ADJA,13058
Intrige,Intrige,NN,13058
bevölkern,bevölkern,VVFIN,13057.14932
reguliert,regulieren,VVPP,13056.84406
Schulunterricht,Schulunterricht,NN,13056
Marge,Marge,NN,13056
verschlagen,verschlagen,VVPP,13055.9265
freier,frei,ADJD,13055.72896
schalteten,schalten,VVFIN,13055
Abfahrt,abfahren,VVFIN,13054.59651
Dow-Jones-Index,Dow-Jones-Index,NN,13053
gegönnt,gönnen,VVPP,13053
entkam,entkommen,VVFIN,13053
anzurufen,anrufen,VVIZU,13052
Horrorfilm,Horrorfilm,NN,13051
Bersch,UNKNOWN,NE,13050.85317
befürchteten,befürchtet,ADJA,13050.21799
geschlagenen,geschlagen,ADJA,13050
Bundesvorsitzende,Bundesvorsitzende,NN,13050
Hetze,Hetze,NN,13049.77679
ernennen,ernennen,VVINF,13049.7333
befürwortete,befürworten,VVFIN,13049.55547
268,@card@,CARD,13049
krass,krass,ADJD,13049
Tauss,UNKNOWN,NE,13048.69308
Kulturausschuss,Kulturausschuss,NN,13048
Kunstpreis,Kunstpreis,NN,13046
draussen,UNKNOWN,VVINF,13045.19688
neuseeländischen,neuseeländisch,ADJA,13045
w.,unknown,ADJA,13043.13653
Städte-,Städte-,TRUNC,13043
Überprüfungen,Überprüfung,NN,13043
befolgt,befolgen,VVPP,13042.25648
Ebbe,Ebbe,NN,13042.08226
Straßenbauamt,Straßenbauamt,NN,13042
Fahrbahnen,Fahrbahn,NN,13041
Neubaustrecke,Neubaustrecke,NN,13041
ersucht,ersuchen,VVPP,13040.46034
längerfristige,längerfristig,ADJA,13040
Osterfeuer,Osterfeuer,NN,13039
Maestro,Maestro,NN,13039
Vatikans,Vatikan,NN,13039
versinken,versinken,VVINF,13038.62484
29-Jährige,unknown,NN,13038.50097
gemalten,gemalt,ADJA,13037
RenÚ,unknown,NE,13036.67126
Nachbarstadt,Nachbarstadt,NN,13036
Marienplatz,Marienplatz,NN,13036
Bastion,Bastion,NN,13036
TecDax,unknown,NN,13035.9122
Basispunkte,Basispunkt,NN,13035.37721
überfällige,überfällig,ADJA,13035
App,UNKNOWN,NE,13034.03161
Tucholsky,Tucholsky,NE,13034
Vertrauensfrage,Vertrauensfrage,NN,13034
Anordnungen,Anordnung,NN,13034
Weißenburg,Weißenburg,NN,13034
13:15,@card@,CARD,13033
Lehrjahr,Lehrjahr,NN,13033
altmodisch,altmodisch,ADJD,13033
Eiskunstlauf,Eiskunstlauf,NN,13033
Ground,UNKNOWN,NE,13032.9282
verwirrt,verwirren,VVPP,13032.56021
stöhnt,stöhnen,VVFIN,13032.51549
AOL,aol,NE,13031.30761
Dreams,UNKNOWN,NE,13031.07354
Mikro,Mikro,NN,13031
Wintereinbruch,Wintereinbruch,NN,13031
Sozialdienst,Sozialdienst,NN,13031
Ärztliche,ärztlich,ADJA,13030.62579
Internetportal,Internetportal,NN,13030.17494
verlorenem,verloren,ADJA,13030
weiß.,unknown,ADJD,13029.61744
HSC,UNKNOWN,NE,13029.59833
Henker,Henker,NN,13029
aufgekommen,aufkommen,VVPP,13028
sozialem,sozial,ADJA,13028
Salate,Salat,NN,13028
1744,@card@,CARD,13028
bedauern,bedauern,VVFIN,13027.19743
handhaben,handhaben,VVINF,13026.1155
Cerny,UNKNOWN,NE,13025.95055
Kirchenkreises,Kirchenkreis,NN,13025
249,@card@,CARD,13023
auseinander,auseinander,ADV,13022.71068
Reservierungen,Reservierung,NN,13022
vertuschen,vertuschen,VVINF,13021.25125
Maschinenfabrik,Maschinenfabrik,NN,13021
01-Feb,@card@,CARD,13021
mitwirken,mitwirken,VVINF,13020.13872
Landesmuseums,Landesmuseum,NN,13020
KK,KK,NE,13019.33213
Inka,Inka,NN,13019
Zuweisungen,Zuweisung,NN,13019
Altstätter,Altstätter,ADJA,13018
Plenarsitzung,Plenarsitzung,NN,13018
furchtbaren,furchtbar,ADJA,13017
Goldpreis,Goldpreis,NN,13017
Kreisvorstand,Kreisvorstand,NN,13017
960,@card@,CARD,13017
Armeniern,Armenier,NN,13016
Mockenhaupt,UNKNOWN,NE,13014.80081
Berufsfachschule,Berufsfachschule,NN,13014
Hersfeld,Hersfeld,NE,13014
98/,@card@,CARD,13013
Wallfahrtsort,Wallfahrtsort,NN,13013
evang.,unknown,ADJA,13012.08683
287,@card@,CARD,13012
erlassen,erlassen,VVINF,13011.57115
widersprüchlichen,widersprüchlich,ADJA,13011
rechtsextremistischen,rechtsextremistisch,ADJA,13011
hör,hören,VVIMP,13011
unkonventionelle,unkonventionell,ADJA,13011
Turiner,Turiner,NN,13011
Dienstjubiläum,Dienstjubiläum,NN,13011
Oberösterreichs,Oberösterreich,NE,13011
Krankheitsbild,Krankheitsbild,NN,13010
herausgegebene,herausgegeben,ADJA,13008
Bundespost,Bundespost,NN,13007
Liebfrauenkirche,Liebfrauenkirche,NN,13005
Weidner,UNKNOWN,NE,13004.9232
Mladic,UNKNOWN,NE,13004.58092
versichern,versichern,VVFIN,13004.53499
Pflichtspiel,Pflichtspiel,NN,13004
Neuem,Neue,NN,13003.83063
Gries,Gries,NE,13002
Grünwald,Grünwald,NE,13002
Moreno,Moreno,NE,13002
1891-,@card@,CARD,13002
Nordbayern,Nordbayer|Nordbayern,NN,13001.8694
durchdacht,durchdenken,VVPP,13001.14751
wuchtigen,wuchtig,ADJA,13001
Cellist,Cellist,NN,13001
Rushdie,UNKNOWN,NE,13000.92329
verschlingt,verschlingen,VVFIN,13000.30831
Wohnbebauung,Wohnbebauung,NN,13000
ro,ro,NE,12999.12116
Modalitäten,Modalität,NN,12998.8231
beziffern,beziffern,VVINF,12998.74173
großformatigen,großformatig,ADJA,12998
brillierte,brillieren,VVFIN,12997.11954
Mücke,Mücke,NN,12997
aktualisierte,aktualisiert,ADJA,12995.88991
werben,werben,VVFIN,12995.45914
ungelöst,ungelöst,ADJD,12995
sinnlich,sinnlich,ADJD,12995
heranzukommen,herankommen,VVIZU,12995
Pi,Pi,NN,12994.44507
Kreuzkirche,Kreuzkirche,NN,12994
Fach-,Fach-,TRUNC,12994
Ruben,Ruben,NE,12993
stiftet,stiften,VVFIN,12992.28297
Palme,Palme,NN,12992.25294
Hauptfiguren,Hauptfigur,NN,12991
Aufseher,Aufseher,NN,12991
beantragten,beantragt,ADJA,12990.49336
Ratschlag,Ratschlag,NN,12990
Holt,holen,VVFIN,12990
Bildschirmen,Bildschirm,NN,12989
Hypotheken,Hypothek,NN,12989
rannten,rennen,VVFIN,12987
Ungnade,Ungnade,NN,12987
abgeworfen,abwerfen,VVPP,12986
Ehrendoktorwürde,Ehrendoktorwürde,NN,12986
Medina,Medina,NE,12986
Arzneien,Arznei,NN,12986
Reisinger,UNKNOWN,NE,12985.62183
pfiff,pfeifen,VVFIN,12985
inoffiziell,inoffiziell,ADJD,12985
Referenzkurs,Referenzkurs,NN,12984
Gelnhausen,Gelnhausen,NE,12984
Wolkersdorf,Wolkersdorf,NE,12983
Cats,UNKNOWN,NE,12982.00424
327,@card@,CARD,12982
aufzeigt,aufzeigen,VVFIN,12982
Fehlentwicklungen,Fehlentwicklung,NN,12982
Verschnaufpause,Verschnaufpause,NN,12981
prominentesten,prominent,ADJA,12980.61176
Intelligence,UNKNOWN,NE,12980.51752
SAS,SAS,NE,12980.03768
abzuleiten,ableiten,VVIZU,12980
0180/,@card@,CARD,12980
Mehr,mehr,PIS,12979.12142
Hypothesen,Hypothese,NN,12979
Abe,UNKNOWN,NE,12978.2186
gefärbte,gefärbt,ADJA,12978
Amelie,Amelie,NE,12977
sinnlose,sinnlos,ADJA,12976
Jg.,unknown,NN,12975.25848
Brüste,Brust,NN,12974.5655
Trapattoni,UNKNOWN,NE,12974.05276
vermuteten,vermuten,VVFIN,12973.86884
entbehrlich,entbehrlich,ADJD,12973
Anrede,Anrede,NN,12972.8514
Carey,UNKNOWN,NE,12972.23728
Banks,UNKNOWN,NE,12972.12188
Handarbeiten,Handarbeit,NN,12972.06484
wolkig,wolkig,ADJD,12972
Fluren,Flur,NN,12970
Standing,UNKNOWN,NE,12969.72781
Gläsern,Glas,NN,12969.66525
Locken,Locke,NN,12969.23607
Art.,unknown,NE,12969.12565
verhandelte,verhandeln,VVFIN,12969.06073
Heyden,Heyden,NE,12969.02774
Hundsangen,UNKNOWN,NE,12969.01257
ankommen,ankommen,VVFIN,12968.85503
Fahrwasser,Fahrwasser,NN,12968
gehauen,hauen,VVPP,12968
Hornburg,Hornburg,NN,12968
Voices,UNKNOWN,NE,12967.28906
territoriale,territorial,ADJA,12967
917,@card@,CARD,12967
abgeschleppt,abschleppen,VVPP,12966
geregelte,geregelt,ADJA,12966
Militärregierung,Militärregierung,NN,12965
Kam,kommen,VVFIN,12964
Bruchsal,Bruchsal,NE,12964
Mariano,UNKNOWN,NE,12962.54448
Veräußerung,Veräußerung,NN,12962
Besteht,bestehen,VVFIN,12961
Abschwung,Abschwung,NN,12961
DAS,DAS,NE,12959.81143
Wasserleitungen,Wasserleitung,NN,12959
Lucie,Lucie,NE,12959
enthoben,entheben,VVPP,12958.61391
Forrer,UNKNOWN,NE,12957.87103
vereinzelte,vereinzelt,ADJA,12957.03509
Margaretha,Margaretha,NE,12957
Bundesverbands,Bundesverband,NN,12957
Regulierungsbehörde,Regulierungsbehörde,NN,12957
Investments,Investment,NN,12957
Zugverkehr,Zugverkehr,NN,12956
Nippon,Nippon,NE,12956
Fußball-Nationalspieler,Fußball-Nationalspieler,NN,12956
Bedienstete,Bedienstete,NN,12955.5696
Erderwärmung,Erderwärmung,NN,12955
825,@card@,CARD,12955
nachdenkt,nachdenken,VVFIN,12955
Reliquien,Reliquie,NN,12955
Überfällen,Überfall,NN,12954
Montréal,UNKNOWN,NE,12953.69131
Gutes,gut,ADJA,12953.13439
Fahrlässigkeit,Fahrlässigkeit,NN,12953
Lateinischen,Lateinische,NN,12951
Bischofsweihe,Bischofsweihe,NN,12951
tragfähige,tragfähig,ADJA,12951
Sokolow,UNKNOWN,NE,12949.85707
zumute,zumute,ADV,12949
unterbricht,unterbrechen,VVFIN,12949
Strukturreformen,Strukturreform,NN,12949
Mostar,Mostar,NE,12948
1660,@card@,CARD,12948
Existenzminimum,Existenzminimum,NN,12948
Galaxie,Galaxie,NN,12948
Mützen,Mütze,NN,12947.98043
Strophen,Strophe,NN,12946
Führungskräften,Führungskraft,NN,12945
Umweltministeriums,Umweltministerium,NN,12945
Poeten,Poet,NN,12945
herrlichem,herrlich,ADJA,12945
Herbstmeister,Herbstmeister,NN,12944.71066
tauschte,tauschen,VVFIN,12944
freundschaftlichen,freundschaftlich,ADJA,12942
Kriegsbeginn,Kriegsbeginn,NN,12941
Zumwinkel,UNKNOWN,NE,12940.46696
freiheitliche,freiheitlich,ADJA,12939
Ackerland,Ackerland,NN,12939
kindliche,kindlich,ADJA,12938
Lenkerin,Lenkerin,NN,12938
Ilka,Ilka,NE,12937
Verletzungspech,Verletzungspech,NN,12936
Pilzen,Pilz,NN,12936
Astronaut,Astronaut,NN,12936
verbringen,verbringen,VVFIN,12935.06068
Spielleiter,Spielleiter,NN,12935
Barbarossa,Barbarossa,NE,12934
Drau,Drau,NE,12933
schwerpunktmäßig,schwerpunktmäßig,ADJD,12932
Rahel,Rahel,NE,12932
Mobilfunkhöchstpreis,unknown,NN,12931.63286
tröstet,trösten,VVFIN,12931.47709
FAG,FAG,NE,12931.41456
voriges,vorig,ADJA,12931
zurückgeworfen,zurückwerfen,VVPP,12931
Nef,UNKNOWN,NE,12930.10499
Südkoreaner,Südkoreaner,NN,12930
begleitende,begleitend,ADJA,12930
Wohnmobil,Wohnmobil,NN,12930
medial,medial,ADJD,12930
Sahin,Sahin,NE,12930
Orchestern,Orchester,NN,12929.77712
Stuttgart/,unknown,NE,12928.97662
sub,sub,NE,12928.34421
Harbor,UNKNOWN,NE,12928.05631
Weltöffentlichkeit,Weltöffentlichkeit,NN,12928
Arbeitskosten,Arbeitskosten,NN,12928
Euro-Länder,unknown,NN,12927.56414
idyllische,idyllisch,ADJA,12927
Lieferant,Lieferant,NN,12926.32346
Krueger,Krüger,NE,12926
Schulsozialarbeit,Schulsozialarbeit,NN,12925
empfanden,empfinden,VVFIN,12925
Briefes,Brief,NN,12925
Yard,Yard,NN,12924
abwesend,abwesend,ADJD,12924
263,@card@,CARD,12924
Schwefel,Schwefel,NN,12924
Archivar,Archivar,NN,12924
charmante,charmant,ADJA,12924
Verlass,Verlass,NN,12924
Briefkästen,Briefkästen,NN,12923
11-,@card@,CARD,12923
1886-,@card@,CARD,12922
Geldinstitute,Geldinstitut,NN,12922
Enttäuscht,enttäuscht,ADJD,12921.99573
Weinbergen,Weinberg,NN,12921.15625
gemeinte,gemeint,ADJA,12921
16:00,@card@,CARD,12920
ultimative,ultimativ,ADJA,12920
rhein-zeitung,unknown,NN,12919.01877
Neuenkirchen,Neuenkirchen,NE,12918.99941
Nichtregierungsorganisationen,Nichtregierungsorganisation,NN,12918
Fahrerflucht,Fahrerflucht,NN,12918
Beil,Beil,NN,12918
trauriger,traurig,ADJA,12917.43396
Landstuhl,Landstuhl,NE,12917
Heurigen,Heurige,NN,12916.94434
verschleiern,verschleiern,VVINF,12916.56282
OT,ot,NE,12914.77747
Berufs,Beruf,NN,12914
jahrzehntelange,jahrzehntelang,ADJA,12914
Rück,UNKNOWN,NE,12913.67437
Biochemie,Biochemie,NN,12913
Abhängigkeiten,Abhängigkeit,NN,12913
angepeilt,anpeilen,VVPP,12913
1430,@card@,CARD,12910
Boutique,Boutique,NN,12910
Goppel,UNKNOWN,NE,12909.99638
Verbandsbürgermeister,Verbandsbürgermeister,NN,12909.98251
widerrufen,widerrufen,VVPP,12909.07244
Schimpansen,Schimpanse,NN,12909
Sirenen,Sirene,NN,12909
Quark,Quark,NN,12909
Mülheimer,Mülheimer,NN,12908
Ägide,Ägide,NN,12908
gelangt,gelangt,ADJD,12907.8998
Gegentoren,Gegentor,NN,12906.94432
Hammerstein,Hammerstein,NN,12906
Kadetten,Kadett,NN,12903.81096
Zuzwil,UNKNOWN,NE,12903.5976
Sternchen,Sternchen,NN,12903.47969
Kurnaz,UNKNOWN,NE,12902.4223
schräge,schräg,ADJA,12901.91632
Messlatte,Messlatte,NN,12901.40806
Salons,Salon,NN,12901
5-,@card@,CARD,12901
Asylsuchende,Asylsuchende,NN,12900.98806
Rome,UNKNOWN,NE,12900.31736
gedanklich,gedanklich,ADJD,12900
unschlagbar,unschlagbar,ADJD,12900
Gedichtband,Gedichtband,NN,12900
Designerin,Designerin,NN,12900
Einwirkung,Einwirkung,NN,12900
kann's,können,VMFIN,12899
880,@card@,CARD,12899
verlangsamt,verlangsamen,VVPP,12898.49478
unterschiedlichem,unterschiedlich,ADJA,12897
kombinierte,kombiniert,ADJA,12896.89246
Mittelland,Mittelland,NN,12896
1966,@ord@,ADJA,12896
Gastspiele,Gastspiel,NN,12896
fünfköpfige,fünfköpfig,ADJA,12895
welche,welche,PWS,12894.24222
durchzogen,durchziehen,VVPP,12894.12534
verlinke,unknown,VVFIN,12893.79826
Tücher,Tuch,NN,12893
Knöpfe,Knopf,NN,12892.27927
Sammy,Sammy,NE,12892
poetisch,poetisch,ADJD,12892
Fond,Fond,NN,12892
Vokalensemble,Vokalensemble,NN,12891
Pendlerpauschale,Pendlerpauschale,NN,12890.52607
Eggers,Egger,NN,12889
geherrscht,herrschen,VVPP,12889
Polnisch,polnisch,NN,12888.94712
verdeckte,verdeckt,ADJA,12888.56043
Bilde,Bild,NN,12888.52438
Hektoliter,Hektoliter,NN,12888
Opernball,Opernball,NN,12888
Nachtleben,Nachtleben,NN,12887.91083
Low,UNKNOWN,NE,12887.49573
Maxeiner,UNKNOWN,NE,12887.24481
Übertritt,Übertritt,NN,12887.21355
Productions,UNKNOWN,NE,12886.56958
Mecklenburg-Strelitz,unknown,NN,12885.98886
einstimmen,einstimmen,VVINF,12885.90707
Concerto,UNKNOWN,NE,12885.8757
stillschweigend,stillschweigend,ADJD,12885
Kemal,Kemal,NE,12884
umformuliert,umformulieren,VVPP,12883.41456
renovieren,renovieren,VVINF,12883.04689
1915-,@card@,CARD,12883
mitgeholfen,mithelfen,VVPP,12883
Germanischen,Germanische,NN,12882.22291
Diaspora,Diaspora,NN,12882
interaktiven,interaktiv,ADJA,12882
Taxobox,unknown,NE,12881.88665
Biography,UNKNOWN,NE,12881.26264
unklaren,unklar,ADJA,12881
finsteren,finster,ADJA,12881
vertrauliche,vertraulich,ADJA,12881
org,org,FM,12879.29396
DOS,DOS,NE,12878.63636
Santander,UNKNOWN,NE,12878.32357
gehts,UNKNOWN,NN,12878.25078
Pünktchen,Pünktchen,NN,12878
vorstellig,vorstellig,ADJD,12878
Durchaus,durchaus,ADV,12878
singende,singend,ADJA,12878
preisgekrönten,preisgekrönt,ADJA,12877
trotzt,trotzen,VVFIN,12876.99123
Juhnke,Juhnke,NE,12876
Tamil,Tamil,NN,12873
Opernsänger,Opernsänger,NN,12873
Amtsgeschäfte,Amtsgeschäft,NN,12873
MÜLLER,Müller,NE,12872.85547
Fußball-Regionalliga,unknown,NN,12872.62892
kulinarisch,kulinarisch,ADJD,12872
Lohnfortzahlung,Lohnfortzahlung,NN,12872
verdeckten,verdeckt,ADJA,12871.48103
Zoologie,Zoologie,NN,12871
forschte,forschen,VVFIN,12871
dauere,dauern,VVFIN,12871
Leopard,Leopard,NN,12871
dazukommen,dazukommen,VVINF,12870.2603
Borowski,Borowski,NE,12870
Campe,campen,VVFIN,12870
1,unknown,NE,12869.17787
Medici,UNKNOWN,NE,12869.06806
Kanone,Kanone,NN,12869
Betreff,Betreff,NN,12867
stammen,stammen,VVINF,12866.21021
Casinos,Casino,NN,12866
Lamprecht,Lamprecht,NE,12865.12777
Altersgenossen,Altersgenosse,NN,12865
rationalen,rational,ADJA,12865
Kölns,Köln,NE,12864
Geben,Geben,NN,12864
Forces,UNKNOWN,NE,12863.23715
Sach-,Sach-,TRUNC,12863
schneller,schnell,ADJA,12862.11879
kalifornische,kalifornisch,ADJA,12862
Post-,Post-,TRUNC,12862
Seefahrer,Seefahrer,NN,12862
schädliche,schädlich,ADJA,12862
Zentner,Zentner,NN,12861
humorvollen,humorvoll,ADJA,12861
Abdel,Abdel,NE,12861
horizontal,horizontal,ADJD,12861
Theisen,UNKNOWN,NE,12860.5129
abenteuerlich,abenteuerlich,ADJD,12860
Herzenslust,Herzenslust,NN,12860
Weltverbandes,Weltverband,NN,12860
CSU-Bundestagsfraktion,unknown,NN,12860
Käufern,Käufer,NN,12857
8:02,@card@,CARD,12857
Morbus,UNKNOWN,NE,12856.49957
ändern,ändern,VVFIN,12856.40213
Stegersbach,Stegersbach,NE,12855
beschämend,beschämend,ADJD,12855
renommiertesten,renommiert,ADJA,12854.82619
Zorn,Zorn,NE,12854.71872
läutet,läuten,VVFIN,12854.01688
"1,20",@card@,CARD,12854
36-jährige,unknown,ADJA,12853.0965
Jugendkriminalität,Jugendkriminalität,NN,12853
Renommee,Renommee,NN,12853
Gründungsversammlung,Gründungsversammlung,NN,12852
Renovation,Renovation,NN,12850
Rheinbrücke,Rheinbrücke,NN,12850
höchstes,hoch,ADJA,12850
offeriert,offerieren,VVFIN,12848.05234
1885-,@card@,CARD,12848
eint,einen,VVFIN,12847.96443
Tannen,Tanne,NN,12847.49706
Fleischmann,Fleischmann,NE,12847.16549
Liedertafel,Liedertafel,NN,12847
Pünktlichkeit,Pünktlichkeit,NN,12847
Dörner,UNKNOWN,NE,12846.90923
betätigt,betätigen,VVPP,12846.87411
ausnutzen,ausnutzen,VVINF,12846.84262
Traun,UNKNOWN,NE,12845.0681
Streng,streng,ADJD,12845
Vorfalls,Vorfall,NN,12845
1761,@card@,CARD,12845
budgetiert,budgetieren,VVPP,12844.00383
Grauens,Grauen,NN,12844
Grübeln,Grübeln,NN,12843.78173
Lesers,Leser,NN,12843
Rehabilitierung,Rehabilitierung,NN,12842
Guckheim,Guckheim,NN,12842
brisant,brisant,ADJD,12841
Gerichtsurteil,Gerichtsurteil,NN,12841
Flügels,Flügel,NN,12841
lästigen,lästig,ADJA,12839
Wange,Wange,NN,12839
Landespolitiker,Landespolitiker,NN,12839
Stammes,Stamm,NN,12839
ausbleiben,ausbleiben,VVINF,12837.70808
plaziert,plazieren,VVPP,12837.32052
verstreichen,verstreichen,VVINF,12836.68537
beschritten,beschreiten,VVPP,12836.45033
Pflanzenwelt,Pflanzenwelt,NN,12836
naiven,naiv,ADJA,12836
Lebkuchen,Lebkuchen,NN,12836
formt,formen,VVFIN,12835.27982
wacker,wacker,ADJD,12835
gereift,reifen,VVPP,12834
atemberaubende,atemberaubend,ADJA,12834
Volkspark,Volkspark,NN,12834
Ligakonkurrenten,Ligakonkurrent,NN,12833.88992
Ky,UNKNOWN,NE,12833.83442
Gefäß,Gefäß,NN,12833
VM,UNKNOWN,NE,12832.52751
verständlicher,verständlich,ADJD,12832.28273
Update,Update,NN,12832.27745
Vollbeschäftigung,Vollbeschäftigung,NN,12832
beliebt,belieben,VVFIN,12831.29923
Erinnern,Erinnern,NN,12831.17163
skandalös,skandalös,ADJD,12831
beißen,beißen,VVINF,12830.4793
Solidarpakt,Solidarpakt,NN,12830
Zustandes,Zustand,NN,12830
Córdoba,UNKNOWN,NE,12829.55935
SALZGITTER,Salzgitter,NE,12829
Langenlois,UNKNOWN,NE,12828.52847
Finanzielle,finanziell,ADJA,12828.17057
13-jährige,unknown,ADJA,12828.11767
Schöner,schön,ADJA,12827.68491
Reitern,Reiter,NN,12827.20176
Lehrlingen,Lehrling,NN,12827
Eberhardt,Eberhardt,NE,12826
Straßennetz,Straßennetz,NN,12826
Auswüchse,Auswuchs,NN,12825
Parzelle,Parzelle,NN,12825
sonnige,sonnig,ADJA,12823
beflügelt,beflügeln,VVPP,12822.88759
weiterem,weit,ADJA,12822
Panorama@dpa,unknown,NN,12821.54938
Bildergalerie,Bildergalerie,NN,12820
Startgeld,Startgeld,NN,12820
freche,frech,ADJA,12820
verharren,verharren,VVINF,12819.18683
Punks,Punk,NN,12819
onlyinclude,unknown,NN,12818.88032
40er,40er,NN,12818
unspektakulär,unspektakulär,ADJD,12817
06251/,@card@,CARD,12816
"16,5",@card@,CARD,12816
Sachverständiger,Sachverständige,NN,12814.04809
Sofern,sofern,KON,12814.03987
19:30,@card@,CARD,12814
Vikar,Vikar,NN,12814
Sense,Sense,NN,12813.90926
ankurbeln,ankurbeln,VVINF,12812.70034
Round,UNKNOWN,NE,12812.27826
Leibniz,UNKNOWN,NE,12811.51191
Schliff,Schliff,NN,12810.53933
Währenddessen,währenddessen,PAV,12809.67559
dringender,dringend,ADJA,12809.23058
meilenweit,meilenweit,ADJD,12809
Vulkane,Vulkan,NN,12808
umgerüstet,umrüsten,VVPP,12808
Villiger,UNKNOWN,NE,12807.74821
Jean-Luc,Jean-Luc,NE,12807
Umarmung,Umarmung,NN,12807
goldenes,golden,ADJA,12806
aufwenden,aufwenden,VVINF,12805.74195
Addis,UNKNOWN,NE,12804.90426
Bel,UNKNOWN,NE,12804.383
arrangieren,arrangieren,VVINF,12804.07444
Langenbach,Langenbach,NE,12804
Kopfes,Kopf,NN,12803
hartnäckigen,hartnäckig,ADJA,12802
Krebserkrankung,Krebserkrankung,NN,12802
Heimo,UNKNOWN,NE,12801.89416
Echtzeit,Echtzeit,NN,12801
Tölz,Tölz,NE,12801
Oberhaupt,Oberhaupt,NE,12800.11843
Südsudan,Südsudan,NE,12800
Hinwendung,Hinwendung,NN,12800
zweistellig,zweistellig,ADJD,12800
840,@card@,CARD,12800
Gesamtgewicht,Gesamtgewicht,NN,12800
minor,UNKNOWN,NE,12799.33169
Kernkraftwerken,Kernkraftwerk,NN,12799
vermuteten,vermutet,ADJA,12798.88592
1748,@card@,CARD,12798
mittelfristige,mittelfristig,ADJA,12797
Wüstenrot,Wüstenrot,NE,12794.46977
Steaks,Steak,NN,12794
Trunkenheit,Trunkenheit,NN,12794
betriebsbedingte,betriebsbedingt,ADJA,12794
Kretz,UNKNOWN,NE,12793.85747
Weisel,UNKNOWN,NE,12793.64915
Klangkörper,Klangkörper,NN,12793
Vorschub,Vorschub,NN,12793
Überbleibsel,Überbleibsel,NN,12793
untergeordnet,unterordnen,VVPP,12792
318,@card@,CARD,12792
hunderten,Hundert,NN,12792
Leasing,Leasing,NN,12792
Provider,Provider,NN,12792
Abfindungen,Abfindung,NN,12791.76637
beherbergte,beherbergen,VVFIN,12791.7182
Gardner,UNKNOWN,NE,12791.64408
verfassungsrechtliche,verfassungsrechtlich,ADJA,12791
lade,laden,VVFIN,12790.88332
nachgebessert,nachbessern,VVPP,12790
tourte,touren,VVFIN,12790
durchringen,durchringen,VVINF,12789.15655
Kleinfeld,Kleinfeld,NN,12789
Gebauer,Gebauer,NE,12788
Saddams,Saddam,NE,12787
Proceedings,UNKNOWN,NE,12786.27847
ansprechenden,ansprechend,ADJA,12786
Zitrone,Zitrone,NN,12786
michael@dpa,unknown,NE,12785.05039
Ruß,Ruß,NN,12785
Verwarnung,Verwarnung,NN,12785
1701,@card@,CARD,12785
tv,tv,NE,12784.89623
Asbacher,UNKNOWN,ADJA,12784.68255
Wissenschaftlichen,wissenschaftlich,ADJA,12784.01199
Generalbundesanwalt,Generalbundesanwalt,NN,12784
Lebenshaltungskosten,Lebenshaltungskosten,NN,12784
Concorde,Concorde,NN,12784
332,@card@,CARD,12784
zutrauen,zutrauen,VVINF,12783.272
Vorstandsmitgliedern,Vorstandsmitglied,NN,12782
Kuratoriums,Kuratorium,NN,12780
U12,unknown,NE,12779.60473
Williamson,UNKNOWN,NE,12778.39124
tatkräftige,tatkräftig,ADJA,12778
Davenport,UNKNOWN,NE,12777.74841
Hacke,Hacke,NN,12777.15844
Festrede,Festrede,NN,12777
Losung,Losung,NN,12777
hässliche,häßlich,ADJA,12776
abbilden,abbilden,VVINF,12775.83567
Nennungen,Nennung,NN,12775.60771
Wappens,Wappen,NN,12775.2971
vergönnt,vergönnen,VVPP,12775.09675
Uecker-Randow-Kreis,unknown,NN,12774.90588
Nikotin,Nikotin,NN,12773
Seht,sehen,VVFIN,12772
Verwicklungen,Verwicklung,NN,12771
pragmatischen,pragmatisch,ADJA,12770
Wesel,Wesel,NE,12770
Genius,Genius,NE,12770
Nährstoffe,Nährstoff,NN,12770
zurückhaltende,zurückhaltend,ADJA,12770
Ai,Ai,NN,12769.67829
Implementierung,Implementierung,NN,12769
Namensänderung,Namensänderung,NN,12769
Schuldspruch,Schuldspruch,NN,12768
Schillerplatz,Schillerplatz,NN,12768
Lehrmeister,Lehrmeister,NN,12768
17-jährigen,unknown,ADJA,12767.48124
Bergner,UNKNOWN,NE,12767.42311
Finanzplan,Finanzplan,NN,12767
Preissenkungen,Preissenkung,NN,12766
Edelgard,Edelgard,NE,12765
Verkehrszeichen,Verkehrszeichen,NN,12765
Villacher,UNKNOWN,ADJA,12764.99983
jn,jn,NE,12764.94993
Luxemburgs,Luxemburg,NE,12764
geliehen,leihen,VVPP,12764
reihenweise,reihenweise,ADJD,12763.88554
macht's,machen,VVFIN,12763.67801
Blockflöte,Blockflöte,NN,12763
Pflegekräfte,Pflegekraft,NN,12763
Finanzsituation,Finanzsituation,NN,12763
Patrouille,Patrouille,NN,12762
I/,unknown,NE,12761.32727
Röhrig,Röhrig,NE,12761.21203
Romanze,Romanze,NN,12761
Reza,Reza,NE,12761
Busses,Bus,NN,12761
erlegen,erliegen,VVPP,12760.84281
ausgehe,ausgehen,VVFIN,12760
geprüften,geprüft,ADJA,12759
seinesgleichen,seinesgleichen,PIS,12759
